,土地區段位置/建物區段門牌
11437,臺北市內湖區康寧路三段190巷31~60號
11439,臺北市內湖區大湖山莊街151~180號
11441,臺北市大安區忠孝東路四段49巷4弄1~30號
11444,臺北市士林區天母東路22巷1~30號
11447,臺北市士林區克強路15巷1~30號
11448,臺北市北投區珠海路1~30號
11449,臺北市士林區通河西街二段61~90號
11455,臺北市信義區永吉路120巷1~30號
11459,臺北市松山區健康路151~180號
11463,臺北市南港區園區街1~30號
11464,臺北市南港區園區街1~30號
11466,臺北市南港區玉成街235巷1~30號
11468,臺北市南港區向陽路258巷1~30號
11469,臺北市中山區北安路631~660號
11472,臺北市中山區中山北路一段83巷1~30號
11473,臺北市中山區大直街62巷5弄1~30號
11475,臺北市中山區長春路61~90號
11476,臺北市內湖區文德路90巷31~60號
11479,臺北市內湖區成功路二段317巷1~30號
11480,臺北市中山區大直街62巷5弄1~30號
11484,臺北市大同區重慶北路三段312巷1~30號
11485,臺北市萬華區武昌街二段121~150號
11487,臺北市萬華區西園路二段372巷23弄1~30號
11488,臺北市萬華區和平西路三段361~390號
11489,臺北市萬華區青年路106巷1~30號
11507,臺北市文山區木柵路四段121~150號
11508,臺北市中正區忠孝東路一段31~60號
11509,臺北市中正區仁愛路一段31~60號
11511,臺北市萬華區環河南路二段125巷7弄1~30號
11518,臺北市中山區長春路1~30號
11522,臺北市中山區松江路1~30號
11525,臺北市內湖區內湖路一段217巷1~30號
11526,臺北市中山區龍江路342巷31~60號
11528,臺北市松山區八德路三段158巷20弄1~30號
11531,臺北市南港區松河街271~300號
11536,臺北市北投區尊賢街271~300號
11539,臺北市士林區中社路二段61~90號
11541,臺北市北投區東華街二段174巷1~30號
11542,臺北市北投區溫泉路121~150號
11544,臺北市士林區延平北路六段116巷15弄1~30號
11546,臺北市大安區忠孝東路三段217巷5弄1~30號
11549,臺北市大安區敦化南路二段91~120號
11551,臺北市大安區臥龍街211~240號
11552,臺北市大同區赤峰街71巷1~30號
11553,臺北市大同區重慶北路一段1~30號
11555,臺北市大同區重慶北路二段31~60號
11565,臺北市中山區建國北路二段1~30號
11566,臺北市內湖區新富街121~150號
11567,臺北市北投區中山北路七段219巷3弄1~30號
11568,臺北市士林區中山北路七段81巷28弄1~30號
11570,臺北市松山區民生東路五段151~180號
11571,臺北市松山區敦化北路222巷6弄1~30號
11573,臺北市信義區忠孝東路五段372巷27弄61~90號
11575,臺北市南港區園區街31~60號
11578,臺北市內湖區民權東路六段121~150號
11579,臺北市內湖區民權東路六段81巷17弄1~30號
11580,臺北市萬華區和平西路三段361~390號
11582,臺北市萬華區萬青街181~210號
11584,臺北市大安區光復南路290巷1~30號
11585,臺北市大安區光復南路691~720號
11592,臺北市北投區公?路161巷1~30號
11600,臺北市南港區忠孝東路五段781~810號
11601,臺北市信義區松山路482巷1~30號
11605,臺北市松山區民生東路五段181~210號
11608,臺北市中山區龍江路370巷1~30號
11613,臺北市內湖區環山路三段1~30號
11616,臺北市內湖區成功路二段426巷7弄1~30號
11619,臺北市文山區忠順街二段85巷1~30號
11623,臺北市萬華區長泰街61~90號
11627,臺北市文山區辛亥路四段77巷92弄1~30號
11629,臺北市文山區羅斯福路六段142巷20弄1~30號
11632,臺北市文山區興隆路三段304巷31~60號
11634,臺北市中正區?門街71巷1~30號
11635,臺北市大同區民權西路121~150號
11636,臺北市大同區長安西路61~90號
11642,臺北市萬華區萬大路424巷121~150號
11643,臺北市中山區農安街1~30號
11644,臺北市中山區明水路601~630號
11646,臺北市內湖區金莊路61~90號
11651,臺北市中山區長春路151~180號
11652,臺北市內湖區環山路三段1~30號
11654,臺北市中山區伊通街99巷1~30號
11657,臺北市中山區撫順街31~60號
11658,臺北市中山區新生北路二段58巷1~30號
11660,臺北市內湖區文湖街21巷94弄1~30號
11661,臺北市中山區長春路1~30號
11664,臺北市信義區吳興街284巷22弄1~30號
11674,臺北市士林區芝玉路一段211~240號
11676,臺北市士林區中山北路七段151~180號
11682,臺北市士林區士東路1~30號
11683,臺北市北投區幽雅路1~30號
11684,臺北市大安區安和路二段61~90號
11685,臺北市大安區辛亥路二段171巷6弄1~30號
11686,臺北市大安區復興南路二段193巷1~30號
11688,臺北市大安區新生南路三段1~30號
11689,臺北市大安區信義路四段265巷31弄1~30號
11696,臺北市大同區重慶北路三段91~120號
11700,臺北市中正區林森南路121~150號
11701,臺北市中正區廈門街121~150號
11704,臺北市內湖區康寧路三段180巷1~30號
11705,臺北市內湖區成功路四段30巷1~30號
11708,臺北市北投區泉源路31~60號
11710,臺北市士林區忠誠路一段121~150號
11711,臺北市士林區中山北路六段290巷1~30號
11713,臺北市南港區興中路28巷1~30號
11714,臺北市南港區經貿二路157巷36弄91~120號
11716,臺北市大安區信義路四段265巷31弄1~30號
11723,臺北市北投區大同街280巷1~30號
11724,臺北市內湖區康寧路三段189巷141弄31~60號
11726,臺北市文山區木柵路四段121~150號
11741,臺北市士林區格致路20巷1~30號
11742,臺北市士林區格致路20巷1~30號
11744,臺北市北投區行義路146巷1~30號
11745,臺北市士林區雙溪街91~120號
11747,臺北市南港區園區街1~30號
11748,臺北市信義區吳興街432巷121~150號
11756,臺北市信義區虎林街271~300號
11761,臺北市中山區林森北路107巷1~30號
11762,臺北市內湖區內湖路一段91巷1~30號
11763,臺北市中山區德惠街31~60號
11764,臺北市中山區吉林路61~90號
11765,臺北市內湖區東湖路106巷9弄1~30號
11766,臺北市中山區新生北路三段68巷1~30號
11768,臺北市內湖區內湖路三段60巷46弄1~30號
11769,臺北市中山區林森北路511~540號
11770,臺北市中山區中山北路二段128巷1~30號
11771,臺北市中山區新生北路三段31~60號
11772,臺北市中山區中山北路二段137巷1~30號
11773,臺北市內湖區文湖街21巷112弄1~30號
11774,臺北市中山區林森北路107巷1~30號
11777,臺北市中山區長安東路二段181~210號
11779,臺北市萬華區成都路91~120號
11785,臺北市大同區南京西路151~180號
11787,臺北市文山區台北市文山區車前路1~30號
11792,臺北市文山區木柵路四段121~150號
11796,臺北市大同區延平北路一段61~90號
11798,臺北市中正區南昌路一段31~60號
11800,臺北市文山區木新路三段232巷7弄1~30號
11808,臺北市中山區民生東路一段1~30號
11809,臺北市中山區樂群二路121~150號
11810,臺北市中山區新生北路一段91~120號
11811,臺北市內湖區文湖街21巷98弄1~30號
11817,臺北市內湖區成功路五段31~60號
11825,臺北市松山區健康路151~180號
11826,臺北市南港區東明街91~120號
11830,臺北市松山區市民大道四段121~150號
11832,臺北市士林區社子街61~90號
11836,臺北市北投區溫泉路121~150號
11840,臺北市士林區東山路120巷1~30號
11841,臺北市士林區社中街210巷21弄1~30號
11852,臺北市中山區北安路458巷47弄1~30號
11853,臺北市內湖區康樂街136巷29弄1~30號
11854,臺北市中山區中原街1~30號
11855,臺北市北投區公?路423巷1~30號
11856,臺北市士林區中山北路六段181~210號
11860,臺北市南港區研究院路二段98巷21弄1~30號
11861,臺北市松山區光復南路17巷1~30號
11865,臺北市內湖區五分街91~120號
11868,臺北市中山區明水路601~630號
11871,臺北市中正區廈門街113巷1~30號
11879,臺北市士林區忠誠路一段171巷12弄1~30號
11882,臺北市北投區稻香路161巷1~30號
11884,臺北市松山區復興北路31~60號
11887,臺北市信義區虎林街40巷1~30號
11888,臺北市信義區虎林街40巷1~30號
11895,臺北市松山區南京東路五段301~330號
11896,臺北市松山區南京東路五段59巷28弄1~30號
11898,臺北市中山區錦州街31~60號
11904,臺北市中山區敬業三路162巷61~90號
11905,臺北市中山區樂群二路271~300號
11906,臺北市內湖區東湖路7巷1~30號
11909,臺北市中山區林森北路481~510號
11916,臺北市萬華區內江街31~60號
11919,臺北市文山區樟腳里興隆路四段121~150號
11920,臺北市文山區車前路1~30號
11921,臺北市文山區木新路三段172巷4弄1~30號
11923,臺北市萬華區和平西路三段181~210號
11925,臺北市萬華區新忠里中華路二段364巷31~60號
11926,臺北市萬華區中華路二段661~690號
11927,臺北市中正區汀州路三段60巷1~30號
11933,臺北市文山區景文街1~30號
11934,臺北市萬華區青年路91~120號
11936,臺北市中山區新生北路二段115巷1~30號
11940,臺北市內湖區康樂街110巷16弄1~30號
11941,臺北市內湖區成功路二段250巷23弄1~30號
11948,臺北市松山區三民路35巷1~30號
11951,臺北市松山區延壽街330巷16弄1~30號
11953,臺北市信義區中坡南路271~300號
11954,臺北市松山區民生東路五段181~210號
11956,臺北市北投區中央北路三段148巷2弄1~30號
11958,臺北市士林區中山北路七段1~30號
11960,臺北市北投區文林北路211~240號
11961,臺北市士林區社子街146巷1~30號
11969,臺北市萬華區長沙街二段151~180號
11970,臺北市萬華區環河南路二段250巷3弄1~30號
11974,臺北市南港區重陽路125巷36弄1~30號
11975,臺北市士林區雙溪街91~120號
11978,臺北市北投區石牌路二段331~360號
11979,臺北市南港區興中路28巷1~30號
11980,臺北市南港區重陽路541~570號
11986,臺北市中山區大直街33巷1~30號
11988,臺北市中山區建國北路一段78巷1~30號
11989,臺北市內湖區星雲街168巷31~60號
11991,臺北市萬華區長泰街282巷11弄1~30號
11992,臺北市萬華區環河南路二段271~300號
11993,臺北市大同區長安西路181~210號
11997,臺北市文山區景文街61~90號
12000,臺北市大安區敦化南路二段55巷1~30號
12001,臺北市北投區新民路31~60號
12003,臺北市北投區中山北路七段219巷3弄31~60號
12004,臺北市北投區公?路161巷1~30號
12005,臺北市北投區公?路161巷31~60號
12006,臺北市北投區公?路161巷31~60號
12008,臺北市北投區溫泉路61~90號
12013,臺北市士林區文林路301~330號
12014,臺北市北投區溫泉路銀光巷4弄1~30號
12019,臺北市松山區八德路四段601~630號
12020,臺北市南港區經貿二路157巷36弄91~120號
12026,臺北市中山區樂群二路271~300號
12027,臺北市中山區樂群二路271~300號
12029,臺北市中山區松江路1~30號
12030,臺北市內湖區文湖街21巷98弄1~30號
12031,臺北市中山區林森北路107巷1~30號
12032,臺北市中山區吉林路91~120號
12033,臺北市中山區吉林路91~120號
12036,臺北市內湖區內湖路三段191巷1~30號
12041,臺北市萬華區中華路二段504巷31~60號
12043,臺北市中正區和平西路二段98巷1~30號
12048,臺北市大同區延平北路四段91~120號
12049,臺北市中正區濟南路一段1~30號
12050,臺北市萬華區中華路二段364巷24弄1~30號
12052,臺北市大同區民權西路91~120號
12054,臺北市中正區南昌路一段91~120號
12055,臺北市文山區忠順街二段85巷1~30號
12060,臺北市文山區興隆路二段61~90號
12063,臺北市文山區羅斯福路六段91~120號
12067,臺北市萬華區漢口街二段61~90號
12070,臺北市內湖區內湖路二段331~360號
12071,臺北市中山區林森北路310巷1~30號
12072,臺北市中山區林森北路310巷1~30號
12073,臺北市中山區林森北路310巷1~30號
12074,臺北市內湖區安泰街91~120號
12076,臺北市內湖區金龍路222巷1~30號
12078,臺北市內湖區民權東路六段190巷21弄31~60號
12083,臺北市中山區德惠街1~30號
12084,臺北市中山區德惠街1~30號
12092,臺北市內湖區文德路210巷30弄31~60號
12093,臺北市松山區八德路三段12巷31~60號
12095,臺北市南港區經貿二路157巷31~60號
12101,臺北市士林區中正路655巷1~30號
12103,臺北市士林區士東路91巷26弄1~30號
12104,臺北市士林區中山北路六段290巷31~60號
12108,臺北市文山區景文街1~30號
12115,臺北市中山區南京東路三段194巷1~30號
12116,臺北市內湖區民權東路六段391~420號
12117,臺北市大安區信義路四段265巷5弄1~30號
12119,臺北市南港區興中路68巷1~30號
12122,臺北市南港區研究院路一段1~30號
12124,臺北市北投區溫泉路61~90號
12129,臺北市信義區基隆路二段121~150號
12131,臺北市南港區研究院路一段101巷16弄1~30號
12137,臺北市中山區林森北路631~660號
12138,臺北市內湖區內湖路二段103巷31~60號
12140,臺北市內湖區康寧路三段189巷21弄1~30號
12142,臺北市中山區林森北路391~420號
12143,臺北市中山區中正北路二段65巷2弄31~60號
12145,臺北市中正區杭州南路一段105巷1~30號
12146,臺北市文山區興隆路二段217巷1~30號
12147,臺北市大安區敦化南路二段11巷38弄1~30號
12152,臺北市士林區福港街262巷1~30號
12153,臺北市士林區福港街262巷1~30號
12156,臺北市南港區研究院路三段12巷1~30號
12165,臺北市松山區八德路四段631~660號
12166,臺北市南港區成福路149巷5弄1~30號
12168,臺北市松山區民生東路五段181~210號
12169,臺北市南港區興華路121~150號
12176,臺北市中山區農安街1~30號
12177,臺北市內湖區康寧路三段189巷91~120號
12178,臺北市內湖區新富街31~60號
12179,臺北市內湖區新富街31~60號
